"gene_id","lr","df","pvalue","adj_pvalue","cell_type"
"USP5",0.273207173504943,1,0.601188442093633,0.978997479843038,"Oligodendrocyte"
"USP54",0.135493142126222,1,0.712803195969786,0.978997479843038,"Oligodendrocyte"
"USP8",1.11357767047258,2,0.573046258455953,0.978997479843038,"Oligodendrocyte"
"VAMP1",0.0969243640056447,1,0.755552210595884,0.978997479843038,"Oligodendrocyte"
"VAPA",0.560604160307321,1,0.454016919596085,0.967520859974924,"Oligodendrocyte"
"VCP",1.31060077275106,3,0.726617370319288,0.978997479843038,"Oligodendrocyte"
"VDAC3",2.15829034899514,1,0.141802387583722,0.897478656320941,"Oligodendrocyte"
"VEZT",4.56010797546674,4,0.335479607846908,0.936465494028796,"Oligodendrocyte"
"VMP1",0.755652306588217,1,0.384692556291064,0.957103644814802,"Oligodendrocyte"
"VPS13C",1.12398493803357,3,0.771287405705138,0.978997479843038,"Oligodendrocyte"
"VPS39",2.01056682192143,1,0.156206946622639,0.903668796528303,"Oligodendrocyte"
"VPS45",0.37492414585472,2,0.829060561424257,0.978997479843038,"Oligodendrocyte"
"VTA1",1.5268527314787,1,0.216585408861288,0.917099264265582,"Oligodendrocyte"
"WAC",1.84499480768824,1,0.17436665180073,0.903668796528303,"Oligodendrocyte"
"WAPL",0.19011688998944,1,0.66281934881012,0.978997479843038,"Oligodendrocyte"
"WASHC5",0.360817435281888,2,0.8349288914974,0.978997479843038,"Oligodendrocyte"
"WDFY3",1.31647936302124,2,0.517761958711242,0.967520859974924,"Oligodendrocyte"
"WDR1",0.165174458392585,1,0.684436519581457,0.978997479843038,"Oligodendrocyte"
"WDR11",1.01510339921151,3,0.797597445401542,0.978997479843038,"Oligodendrocyte"
"WDR13",0.00402531449191201,1,0.949411862991354,0.988044395262038,"Oligodendrocyte"
"WDR33",0.013613457540032,1,0.90711623713206,0.988044395262038,"Oligodendrocyte"
"WDR7",0.298168607341722,1,0.585032823803721,0.978997479843038,"Oligodendrocyte"
"WDR91",1.32686106262793,2,0.51508129762341,0.967520859974924,"Oligodendrocyte"
"WHRN",0.616541260005818,1,0.432335486764386,0.967520859974924,"Oligodendrocyte"
"WSB1",0.00352735724300146,1,0.9526402363863,0.988044395262038,"Oligodendrocyte"
"YME1L1",0.616275405237843,1,0.432434745537797,0.967520859974924,"Oligodendrocyte"
"YPEL2",0.465268775451477,1,0.495171843415216,0.967520859974924,"Oligodendrocyte"
"YTHDC2",0.811934868483945,1,0.367548823894513,0.955283057490385,"Oligodendrocyte"
"YTHDF2",0.0750214980753299,1,0.784161067444442,0.978997479843038,"Oligodendrocyte"
"YWHAB",1.70032772476407,1,0.19224512343919,0.917099264265582,"Oligodendrocyte"
"YWHAZ",0.166085759628913,1,0.683614207406779,0.978997479843038,"Oligodendrocyte"
"ZBED5",0.0135705655386573,1,0.907262015531744,0.988044395262038,"Oligodendrocyte"
"ZBTB1",0.303034488044432,1,0.581986293544718,0.978997479843038,"Oligodendrocyte"
"ZBTB11",2.08805217728764,2,0.352034502879426,0.944156218555462,"Oligodendrocyte"
"ZBTB16",5.53874290426666,3,0.136339639066372,0.897478656320941,"Oligodendrocyte"
"ZBTB20",2.86317437730804,4,0.580977656137029,0.978997479843038,"Oligodendrocyte"
"ZBTB37",0.0937534476688597,2,0.954205021076302,0.988044395262038,"Oligodendrocyte"
"ZBTB38",0.415177994387477,1,0.519352991103882,0.967520859974924,"Oligodendrocyte"
"ZBTB43",0.434945390328267,1,0.509572244364284,0.967520859974924,"Oligodendrocyte"
"ZC3H11A",1.26414274289664,2,0.531489747331978,0.967520859974924,"Oligodendrocyte"
"ZC3H13",3.55307002735844,2,0.169223489658088,0.903668796528303,"Oligodendrocyte"
"ZCCHC24",2.68217045967594,1,0.101477334628936,0.841846327475971,"Oligodendrocyte"
"ZDHHC3",0.000906819157648897,1,0.975976583492242,0.992863989529565,"Oligodendrocyte"
"ZDHHC9",1.4878995452782,1,0.222542643431558,0.917099264265582,"Oligodendrocyte"
"ZEB2",6.47189509196323,7,0.485850196274348,0.967520859974924,"Oligodendrocyte"
"ZFAND5",0.0110759199928907,1,0.916183628390406,0.988044395262038,"Oligodendrocyte"
"ZFHX4",3.02645636208172,2,0.220197990387495,0.917099264265582,"Oligodendrocyte"
"ZFP82",0.167871201361322,1,0.682010709794207,0.978997479843038,"Oligodendrocyte"
"ZFP90",0.167102719990794,1,0.682699653755305,0.978997479843038,"Oligodendrocyte"
"ZFYVE16",2.2151387122467,4,0.696258669175684,0.978997479843038,"Oligodendrocyte"
"ZFYVE21",0.0602557616814465,1,0.806092154516106,0.978997479843038,"Oligodendrocyte"
"ZFYVE27",0.799166231484378,2,0.670599550166915,0.978997479843038,"Oligodendrocyte"
"ZHX1",0.662002901915002,1,0.415853732895284,0.967520859974924,"Oligodendrocyte"
"ZKSCAN1",0.035212480473092,1,0.851151115862406,0.979468639036234,"Oligodendrocyte"
"ZMAT1",2.91451224015509,1,0.0877859516336107,0.841846327475971,"Oligodendrocyte"
"ZMYM2",4.46821806194976,3,0.215142743166484,0.917099264265582,"Oligodendrocyte"
"ZNF112",0.620608430855555,1,0.430821279111173,0.967520859974924,"Oligodendrocyte"
"ZNF146",0.147048546093629,2,0.929113593100068,0.988044395262038,"Oligodendrocyte"
"ZNF148",0.0127939203935057,1,0.909943177773986,0.988044395262038,"Oligodendrocyte"
"ZNF160",4.57952584532677,1,0.0323561669670599,0.792931125152911,"Oligodendrocyte"
"ZNF17",1.53103808769072,1,0.215956713132576,0.917099264265582,"Oligodendrocyte"
"ZNF182",0.000779247494108404,1,0.977729940991442,0.993690046486689,"Oligodendrocyte"
"ZNF184",0.0995442615712818,1,0.752377224858237,0.978997479843038,"Oligodendrocyte"
"ZNF207",4.05622613047831,1,0.0440087481442036,0.792931125152911,"Oligodendrocyte"
"ZNF226",1.96213836182142,1,0.161284809053665,0.903668796528303,"Oligodendrocyte"
"ZNF227",1.60886966181971,1,0.204650765614704,0.917099264265582,"Oligodendrocyte"
"ZNF23",0.412239450242055,2,0.813735645851918,0.978997479843038,"Oligodendrocyte"
"ZNF235",5.85202404804033,1,0.0155591458025656,0.634742116282338,"Oligodendrocyte"
"ZNF24",0.016062260579929,1,0.899148580759715,0.988044395262038,"Oligodendrocyte"
"ZNF253",0.84027372806122,1,0.359318496200676,0.948881286456246,"Oligodendrocyte"
"ZNF254",3.98785857014536,3,0.262778173178404,0.924335153800038,"Oligodendrocyte"
"ZNF263",0.0400091150605704,1,0.841462760288379,0.978997479843038,"Oligodendrocyte"
"ZNF280D",2.20191935136336,4,0.698677898025838,0.978997479843038,"Oligodendrocyte"
"ZNF281",0.586724390199379,1,0.443688579400775,0.967520859974924,"Oligodendrocyte"
"ZNF292",1.87453725090018,1,0.170956325951989,0.903668796528303,"Oligodendrocyte"
"ZNF3",0.250456160670183,2,0.882295645347618,0.988044395262038,"Oligodendrocyte"
"ZNF302",6.75504616145389,2,0.0341318920604804,0.792931125152911,"Oligodendrocyte"
"ZNF331",1.37658516032025,1,0.240683676208798,0.924335153800038,"Oligodendrocyte"
"ZNF333",1.62535016605827,1,0.20234739409239,0.917099264265582,"Oligodendrocyte"
"ZNF337",1.40303411699767,1,0.236216220482712,0.924335153800038,"Oligodendrocyte"
"ZNF33A",3.28630781774677,2,0.193369210674214,0.917099264265582,"Oligodendrocyte"
"ZNF345",0.000104084092299672,1,0.991859994332741,0.998228746965027,"Oligodendrocyte"
"ZNF347",1.23023629920516,1,0.267361088426965,0.924335153800038,"Oligodendrocyte"
"ZNF365",0.22756005285521,1,0.633338944076772,0.978997479843038,"Oligodendrocyte"
"ZNF37A",7.11437723316749,2,0.0285188896482424,0.792931125152911,"Oligodendrocyte"
"ZNF397",2.44539210007429,1,0.117870428633078,0.86419378702789,"Oligodendrocyte"
"ZNF415",10.7061644618066,2,0.00473353863258025,0.466956797585154,"Oligodendrocyte"
"ZNF426",0.876857088545876,1,0.349063944848003,0.944156218555462,"Oligodendrocyte"
"ZNF43",0.132451050264081,1,0.715904120578777,0.978997479843038,"Oligodendrocyte"
"ZNF44",0.969425536016843,1,0.324823490342199,0.932158793927913,"Oligodendrocyte"
"ZNF451",1.48528697381698,3,0.685670228676346,0.978997479843038,"Oligodendrocyte"
"ZNF471",0.258902989227522,1,0.61087481940627,0.978997479843038,"Oligodendrocyte"
"ZNF480",0.429822144478521,1,0.512076232134484,0.967520859974924,"Oligodendrocyte"
"ZNF484",0.0269889463352229,1,0.869508262687776,0.986636951005464,"Oligodendrocyte"
"ZNF493",2.8902819743513,1,0.0891153273338829,0.841846327475971,"Oligodendrocyte"
"ZNF502",3.0935216743423,1,0.0786045181646359,0.841846327475971,"Oligodendrocyte"
"ZNF506",0.0653752637111324,1,0.798193407303969,0.978997479843038,"Oligodendrocyte"
"ZNF507",0.11819772353374,2,0.942613576106951,0.988044395262038,"Oligodendrocyte"
"ZNF512",0.727919911522577,1,0.393558258134444,0.957103644814802,"Oligodendrocyte"
"ZNF514",4.17231726662089,1,0.0410895652383527,0.792931125152911,"Oligodendrocyte"
"ZNF518A",0.379084637456231,1,0.538093530412881,0.968347524413337,"Oligodendrocyte"
"ZNF532",2.83418747956179,1,0.0922774644952368,0.841846327475971,"Oligodendrocyte"
"ZNF536",0.311127034939091,3,0.957922380793543,0.988044395262038,"Oligodendrocyte"
"ZNF555",0.372349099512576,1,0.541726583836171,0.969581867653768,"Oligodendrocyte"
"ZNF557",1.00460398050063,1,0.316199037960635,0.928111900688555,"Oligodendrocyte"
"ZNF566",0.194221641089712,1,0.659425965146427,0.978997479843038,"Oligodendrocyte"
"ZNF567",0.505097642759324,1,0.477268784887265,0.967520859974924,"Oligodendrocyte"
"ZNF606",0.49098401833362,2,0.78231953515444,0.978997479843038,"Oligodendrocyte"
"ZNF608",0.18275862229757,1,0.669013164638864,0.978997479843038,"Oligodendrocyte"
"ZNF621",0.00308681329170213,1,0.955693049778907,0.988044395262038,"Oligodendrocyte"
"ZNF623",0.72552755027391,1,0.394336736136588,0.957103644814802,"Oligodendrocyte"
"ZNF638",3.66389337984219,3,0.30011947410823,0.924335153800038,"Oligodendrocyte"
"ZNF644",0.696434417194723,1,0.403984381649006,0.963772048626839,"Oligodendrocyte"
"ZNF655",0.623909996409083,1,0.429598007094204,0.967520859974924,"Oligodendrocyte"
"ZNF664",1.43764031762009,1,0.230521570317581,0.924335153800038,"Oligodendrocyte"
"ZNF682",0.392719271493434,1,0.53087348944527,0.967520859974924,"Oligodendrocyte"
"ZNF706",0.0575376655826858,1,0.81043095982529,0.978997479843038,"Oligodendrocyte"
"ZNF708",0.231249086113166,1,0.630599192769124,0.978997479843038,"Oligodendrocyte"
