cls	gene	meta_long	meta_short	topidp_long	topidp_short
slim	FIG4	0.6553758382797241		0.17882758620689662	
slim	TRMT112	0.3110571503639221	0.4007222354412079	0.13385714285714287	0.04122222222222222
slim	EEF1A1	0.07903333753347397		0.11833333333333333	
slim	EPS15	0.7167055010795593		0.1849189189189189	
slim	SKP1	0.31139999628067017	0.5194750428199768	0.2371111111111111	0.014249999999999999
slim	RRAGB	0.1727321594953537		0.016035714285714275	
slim	BAIAP3	0.930400013923645		0.33170588235294113	
slim	DECR1	0.18110588192939758	0.051600001752376556	0.20494117647058827	-0.20600000000000002
slim	ZNF286A	0.9754400253295898		0.33690000000000003	
slim	MS4A7	0.2629913091659546	0.7484846711158752	0.01147826086956522	0.11523076923076925
slim	ARFIP2	0.5238151550292969		0.11666666666666667	
slim	CSDE1	0.27337634563446045		0.22010526315789472	
slim	CSNK1G3	0.9237635731697083		0.16463636363636364	
slim	STX2	0.18219231069087982	0.08301666378974915	-0.035307692307692325	-0.2555
slim	PTPN13	0.20537999272346497		-0.0732	
slim	ZFAT	0.8210582733154297		0.031416666666666655	
slim	TMEM94	0.9257615208625793	0.8826667666435242	0.11684615384615382	0.36033333333333334
slim	SIRT5	0.11920870095491409	0.19647999107837677	-0.07969565217391306	0.18040000000000003
slim	SNX10	0.5665233731269836	0.451975017786026	0.05453333333333333	0.336
slim	PHTF2	0.7750184535980225		0.06205263157894738	
slim	UBE2B	0.04332222044467926		-0.07377777777777778	
slim	FAM153CP	0.8060724139213562		0.1072413793103448	
slim	FIP1L1	0.5949960350990295	0.7867555022239685	0.10931999999999999	0.3422222222222222
slim	PRRC1	0.02582400105893612	0.18152499198913574	-0.024840000000000022	0.196625
slim	AVL9	0.2152888923883438		0.09044444444444445	
slim	ENSG00000290796	0.8849266767501831	0.19714999198913574	0.16856666666666661	0.39749999999999996
slim	PDHA1	0.017348388209939003		0.0576774193548387	
slim	FASTK	0.21311113238334656		0.09581481481481482	
slim	PSMD12	0.08988000452518463		0.16495	
slim	PTBP1	0.9613999724388123	0.9442999958992004	0.19366666666666665	0.192
slim	FXYD1	0.8647944927215576		0.14200000000000004	
slim	FAM76A	0.555818498134613	0.33482497930526733	0.26614814814814813	-0.13912499999999997
slim	NQO1	0.006171052809804678		-0.0606578947368421	
slim	LETR1	0.8482106924057007		0.16467857142857145	
slim	COL4A5	0.8698000311851501		0.1665	
slim	MAP1S	0.36309686303138733	0.726099967956543	0.10071874999999998	-0.07400000000000002
slim	C7orf50	0.943206250667572	0.9354124665260315	0.4012812499999999	0.2504375
slim	AMDHD2	0.040299996733665466		0.061869565217391294	
slim	DCP2	0.31975996494293213		0.12186666666666665	
slim	TMEM94	0.588824987411499		0.183	
slim	FANCM	0.045438461005687714		0.05088461538461538	
slim	ACKR1	0.9451499581336975	0.9319000244140625	0.0715	0.1275
slim	TNKS	0.6047160029411316	0.2778642773628235	0.15364	0.07678571428571426
slim	JTB	0.7689468860626221	0.8834666609764099	0.17346875	-0.4756666666666667
slim	FSD1L	0.23318788409233093		0.052333333333333336	
slim	XPNPEP1	0.055645834654569626		0.13420833333333335	
slim	KDM5D	0.1554258018732071		0.0646774193548387	
slim	TRMT11	0.0544000044465065		0.21799999999999997	
slim	JTB	0.7689468860626221	0.8834666609764099	0.17346875	-0.4756666666666667
slim	RBCK1	0.4372176229953766		0.012294117647058822	
slim	BAIAP2	0.9940454363822937	0.9892500042915344	0.23218181818181816	0.26549999999999996
slim	AGO2	0.09681764245033264		0.08964705882352943	
slim	LARP7	0.8045692443847656		-0.045230769230769234	
slim	PPP4R3A	0.19253844022750854		0.25115384615384617	
slim	GLRA3	0.2504466772079468		-0.02493333333333333	
slim	RAPGEF6	0.818274974822998		0.103625	
slim	EEF1A1	0.4453567862510681	0.12849999964237213	0.1271891891891892	-0.020624999999999998
slim	RAP1GAP	0.9538307785987854	0.9856874942779541	0.11653846153846154	0.5365
slim	GIGYF2	0.9288666844367981		0.321	
slim	C1orf159	0.8989736437797546	0.8906000256538391	0.18786842105263157	0.1666
slim	ENSG00000291147	0.9142923355102539		0.08992307692307691	
slim	MBNL1	0.9389834403991699		0.05858333333333334	
slim	CANX	0.9406886696815491	0.9736999869346619	0.1734857142857143	0.736
slim	PI4KB	0.9032200574874878		0.17386666666666672	
slim	JKAMP	0.43248334527015686		0.15833333333333333	
slim	SRI	0.7265636324882507	0.593250036239624	0.07513636363636363	0.04475
slim	NFKBIA	0.594092845916748	0.8893499970436096	0.02142857142857142	0.11000000000000001
slim	MYO1B	0.10361379384994507		0.056344827586206896	
slim	ELAVL2	0.9311933517456055		0.024533333333333334	
slim	PARP3	0.8330714106559753		-0.23871428571428568	
slim	YY1AP1	0.026359999552369118		0.015550000000000003	
slim	SNX21	0.7836888432502747		0.17677777777777778	
slim	ERGIC3	0.027499999850988388		0.09840000000000002	
slim	POLR1B	0.6310605406761169		0.15794736842105261	
slim	TMEM254	0.3334789276123047	0.21171998977661133	0.20878947368421052	-0.17886666666666665
slim	NDRG2	0.14477857947349548		0.09728571428571428	
slim	NOL8	0.9480658173561096		0.30489473684210533	
slim	AIMP1	0.21983332931995392		-0.15400000000000003	
slim	YY1AP1	0.8185908794403076		0.07745454545454546	
slim	CUL4B	0.9994500875473022	0.5836999416351318	0.22530000000000006	0.015454545454545464
slim	FAS	0.8415363430976868	0.9534428715705872	0.2004090909090909	-0.3032857142857143
slim	CHPT1	0.7344000339508057	0.41210001707077026	0.0829	-0.0915
slim	NCS1	0.44101500511169434	0.30260002613067627	0.2266	-0.213
slim	ZNF44	0.30854228138923645		0.09684615384615386	
slim	TGDS	0.22219687700271606		0.05103125	
slim	RSRC1	0.3181110918521881	0.8889285326004028	0.11466666666666667	-0.04485714285714285
slim	PSMC5	0.4495929181575775	0.3018600046634674	0.18235714285714286	0.10600000000000001
slim	RSPO3	0.9860818386077881	0.9974499940872192	0.15531818181818183	0.091
slim	TMEM132B	0.8711187839508057	0.8302908539772034	0.285625	-0.010181818181818183
slim	GLB1	0.7329533100128174		-0.013333333333333343	
slim	TRIM2	0.23288749158382416		0.14175000000000001	
