"gene_id","lr","df","pvalue","adj_pvalue","cell_type"
"KLHL24",5.79031919646809,1,0.0161146629723921,0.478954683112621,"Astrocyte"
"KMT2C",1.70846493363138,2,0.425609735344908,0.912550397065065,"Astrocyte"
"LAMP2",0.0149318616631717,1,0.90274379669355,0.994986006060379,"Astrocyte"
"LANCL1",0.0867881863419058,1,0.768300724691939,0.994986006060379,"Astrocyte"
"LATS1",0.0409873010616479,1,0.83956243622524,0.994986006060379,"Astrocyte"
"LGI1",0.00364368573849561,1,0.951866566403208,0.994986006060379,"Astrocyte"
"LGI4",1.07715372758162,1,0.299335160224178,0.887344332932886,"Astrocyte"
"LINC00461",3.93592820530864,2,0.139741065270519,0.731420669708871,"Astrocyte"
"LMAN2",1.6340260091431,2,0.441749188599108,0.912550397065065,"Astrocyte"
"LMNA",2.71918017354255,2,0.256766007167478,0.87054289532508,"Astrocyte"
"LRRC8A",0.997502394826824,1,0.317915610850603,0.887344332932886,"Astrocyte"
"LUC7L3",0.997134673809001,1,0.318004827644002,0.887344332932886,"Astrocyte"
"MACF1",10.9471059772623,10,0.361653777684726,0.892913969668378,"Astrocyte"
"MAGED2",0.0102342451930326,1,0.919419919635022,0.994986006060379,"Astrocyte"
"MALAT1",7.65836891325671,6,0.264215416564414,0.87054289532508,"Astrocyte"
"MAN1B1",0.860170942086313,1,0.353690859079925,0.892913969668378,"Astrocyte"
"MAOA",0.983172446556125,1,0.321416833279313,0.887344332932886,"Astrocyte"
"MAP1A",0.232818271719623,1,0.629441950939062,0.994986006060379,"Astrocyte"
"MAP1B",0.0848133534709632,1,0.770877467302865,0.994986006060379,"Astrocyte"
"MAPK10",0.0420060571188969,1,0.837608226723215,0.994986006060379,"Astrocyte"
"MARCHF6",0.238924013396399,1,0.624984331258506,0.994986006060379,"Astrocyte"
"MATR3",1.02016549943409,1,0.312479755436018,0.887344332932886,"Astrocyte"
"MBP",0.346597202292287,2,0.840886487684061,0.994986006060379,"Astrocyte"
"MCL1",0.0105013138891081,1,0.918378926396058,0.994986006060379,"Astrocyte"
"MDN1",2.09622421673191,1,0.147663392088539,0.731420669708871,"Astrocyte"
"MEG3",0.987408814924436,1,0.320376508457306,0.887344332932886,"Astrocyte"
"MGA",0.0601708832903114,1,0.806226056120339,0.994986006060379,"Astrocyte"
"MLC1",7.51739237939518,1,0.00611060734169348,0.415830476534741,"Astrocyte"
"MOAP1",2.15116728067142,1,0.142461543326174,0.731420669708871,"Astrocyte"
"MON2",1.21095665381745,2,0.545813287007317,0.949967483821525,"Astrocyte"
"MTCH1",1.42672998475223,1,0.232298848900097,0.86554941292322,"Astrocyte"
"MVP",2.12825825601078,1,0.144604988362838,0.731420669708871,"Astrocyte"
"MYCBP2",3.05153176631546,1,0.0806610344739255,0.664693050965788,"Astrocyte"
"MYH10",4.30822745696253,1,0.0379284619659052,0.544196292500983,"Astrocyte"
"MYO10",0.147452635098603,1,0.700981694887737,0.994986006060379,"Astrocyte"
"MYO18A",0.135140083253418,1,0.713161043570273,0.994986006060379,"Astrocyte"
"MYO9A",6.76175668798942,3,0.0798918005712234,0.664693050965788,"Astrocyte"
"N4BP2L2",7.72496991106982,3,0.0520512315604471,0.544196292500983,"Astrocyte"
"NAP1L4",1.4814497638431,1,0.223547831000984,0.86554941292322,"Astrocyte"
"NAPB",3.48256113156725,1,0.0620186842696299,0.566328511620041,"Astrocyte"
"NAXD",0.885162218983908,1,0.346791676594692,0.892913969668378,"Astrocyte"
"NCAM1",5.77923463910247,2,0.0555974846113955,0.544196292500983,"Astrocyte"
"NCOR1",0.403440311322811,2,0.817323619329418,0.994986006060379,"Astrocyte"
"NDRG2",3.44216047839154,3,0.328341554277932,0.887344332932886,"Astrocyte"
"NDUFS2",0.008060105694085,1,0.928463558408416,0.994986006060379,"Astrocyte"
"NEK1",0.00321799567817038,1,0.95476236278682,0.994986006060379,"Astrocyte"
"NFE2L2",0.675405099001864,2,0.713407459746347,0.994986006060379,"Astrocyte"
"NFIA",0.614959653803453,1,0.432926500641941,0.912550397065065,"Astrocyte"
"NKTR",0.383005609271549,2,0.82571730926693,0.994986006060379,"Astrocyte"
"NOL8",0.979084924690738,1,0.322424827973311,0.887344332932886,"Astrocyte"
"NPEPL1",6.6052106754953,2,0.0367871993618187,0.544196292500983,"Astrocyte"
"NRXN1",0.0251487990496457,1,0.873996849069036,0.994986006060379,"Astrocyte"
"NSD3",0.485114969287451,1,0.486114535186691,0.912550397065065,"Astrocyte"
"NTRK2",18.1059193280671,6,0.00597287798998528,0.415830476534741,"Astrocyte"
"NTRK3",0.180228027659439,1,0.671177350387397,0.994986006060379,"Astrocyte"
"NUMA1",2.9446503282509,1,0.086162344894542,0.664693050965788,"Astrocyte"
"OGA",0.312477901443685,1,0.576163611675618,0.971984650701621,"Astrocyte"
"OGT",2.33057321457386,1,0.126855156759566,0.731420669708871,"Astrocyte"
"OPHN1",0.895979882996926,2,0.638911110487983,0.994986006060379,"Astrocyte"
"P4HTM",9.71617074402286,1,0.00182653687447277,0.316904147721026,"Astrocyte"
"PCDH9",0.917985550266849,1,0.338004457472014,0.888542020778702,"Astrocyte"
"PCDHGC3",3.83660430954433,1,0.0501449805686418,0.544196292500983,"Astrocyte"
"PCLO",0.361757663599462,1,0.547531690963415,0.949967483821525,"Astrocyte"
"PCM1",9.54323946574846,4,0.0488663149608203,0.544196292500983,"Astrocyte"
"PCNT",0.0999316765472997,1,0.751911640260513,0.994986006060379,"Astrocyte"
"PGAP3",0.0090431390891581,1,0.924239035132667,0.994986006060379,"Astrocyte"
"PHF3",9.69211159747374,4,0.045945995303894,0.544196292500983,"Astrocyte"
"PHIP",0.0628921987217836,2,0.969043187093202,0.994986006060379,"Astrocyte"
"PIK3IP1",0.162087511102072,1,0.687241823325105,0.994986006060379,"Astrocyte"
"PKM",0.0714179549144092,1,0.789283318081871,0.994986006060379,"Astrocyte"
"PLEKHG1",5.91803589855257,1,0.0149866560304427,0.478954683112621,"Astrocyte"
"PLP1",0.224216824823998,1,0.635845523575682,0.994986006060379,"Astrocyte"
"PMP22",0.0299016081726222,1,0.862713670311609,0.994986006060379,"Astrocyte"
"PMPCA",0.0186146791490955,1,0.891476914099086,0.994986006060379,"Astrocyte"
"PNISR",0.823818051390845,5,0.975489342786863,0.994986006060379,"Astrocyte"
"PNPLA8",0.12296606794871,1,0.725839551595549,0.994986006060379,"Astrocyte"
"POMGNT1",1.22199773284137,1,0.268968952177,0.87054289532508,"Astrocyte"
"POU2F1",1.22665854058812,1,0.268057857900537,0.87054289532508,"Astrocyte"
"PPIG",NA,2,NA,NA,"Astrocyte"
"PPM1K",0.202928281039476,2,0.90351357828864,0.994986006060379,"Astrocyte"
"PPP1R12A",0.63711250707496,1,0.424758338379491,0.912550397065065,"Astrocyte"
"PRNP",6.96309775589657,2,0.0307597310479293,0.544196292500983,"Astrocyte"
"PRRC2C",0.617258980976089,1,0.432067693195578,0.912550397065065,"Astrocyte"
"PSD3",0.0184058747489644,1,0.892083546421757,0.994986006060379,"Astrocyte"
"PTN",1.38376802860421,1,0.239460356313052,0.86554941292322,"Astrocyte"
"PTPRF",0.928396513190989,1,0.335279937032145,0.888542020778702,"Astrocyte"
"PTPRG",1.24515675804741,1,0.264479530337955,0.87054289532508,"Astrocyte"
"PTPRZ1",0.0589533875640882,1,0.808157866657716,0.994986006060379,"Astrocyte"
"PUF60",3.57882770731248,1,0.0585204351416182,0.548826783625446,"Astrocyte"
"RAB6A",0.0300709277868236,1,0.862329392655308,0.994986006060379,"Astrocyte"
"RASSF4",0.201726521412638,1,0.653330842088767,0.994986006060379,"Astrocyte"
"RBM25",7.15536222906576,2,0.0279404138117995,0.538629088483025,"Astrocyte"
"RBM39",0.102950899124778,1,0.748316771820655,0.994986006060379,"Astrocyte"
"RBM5",7.89283348731783,2,0.0193238200679443,0.478954683112621,"Astrocyte"
"RBMX",0.669550655768944,2,0.715498820929351,0.994986006060379,"Astrocyte"
"RNF213",0.0426593650529412,2,0.978896186397338,0.994986006060379,"Astrocyte"
"RNPC3",0.0729553859523548,2,0.964179601633779,0.994986006060379,"Astrocyte"
"RPN2",0.268262549716383,1,0.604499656899978,0.989440476152323,"Astrocyte"
"RRP7BP",0.400616038511544,1,0.526771280351371,0.929421289696732,"Astrocyte"
"RSF1",0.120282269634572,1,0.728728546816162,0.994986006060379,"Astrocyte"
"RTCA-AS1",2.01820346190675,1,0.155422932883707,0.731420669708871,"Astrocyte"
"RTN3",3.94905518987798e-05,1,0.994986006060379,0.994986006060379,"Astrocyte"
"RUFY3",3.69141172446132,2,0.157913816142269,0.731420669708871,"Astrocyte"
"RYR3",0.29732645526019,2,0.861859316434806,0.994986006060379,"Astrocyte"
"SARAF",0.0490369503099828,1,0.82474760551527,0.994986006060379,"Astrocyte"
"SCAPER",5.84047147817,2,0.0539209745207695,0.544196292500983,"Astrocyte"
"SECISBP2L",1.06177064576917,1,0.302811688901651,0.887344332932886,"Astrocyte"
"SEMA3B",1.47960898123711,2,0.477207204886713,0.912550397065065,"Astrocyte"
"SEPTIN7",0.479511383046884,2,0.786820064398404,0.994986006060379,"Astrocyte"
"SEPTIN8",1.48464674726381,1,0.223048908439377,0.86554941292322,"Astrocyte"
"SERPINA3",0.465941836777688,1,0.494860061533479,0.913457869329266,"Astrocyte"
"SERPINE2",2.00322262745249,2,0.367287149290448,0.892913969668378,"Astrocyte"
"SF3B1",0.106604519832331,2,0.948093398537368,0.994986006060379,"Astrocyte"
"SFPQ",0.00537393892375349,1,0.941561698428853,0.994986006060379,"Astrocyte"
"SGTA",0.989041452835409,1,0.319976764684238,0.887344332932886,"Astrocyte"
"SHPRH",0.508141114689977,1,0.475944662390282,0.912550397065065,"Astrocyte"
"SIPA1L1",1.72622168693397,1,0.188894143156597,0.799344727748037,"Astrocyte"
"SLC13A5",0.446284638806901,1,0.504104621282969,0.920654229395738,"Astrocyte"
"SLC14A1",2.83732378075274,1,0.092097487495115,0.679953790655424,"Astrocyte"
"SLC1A2",2.96247219634824,5,0.705771657251257,0.994986006060379,"Astrocyte"
"SLC1A3",1.55473611923662,3,0.669696078464575,0.994986006060379,"Astrocyte"
"SLC25A18",0.330910358134133,2,0.847507848446085,0.994986006060379,"Astrocyte"
"SLC25A3",0.00339958528923034,1,0.95350491803014,0.994986006060379,"Astrocyte"
"SLC39A12",0.202301842016482,1,0.652869245736377,0.994986006060379,"Astrocyte"
"SLC6A1",2.01895427457771,1,0.155346092420718,0.731420669708871,"Astrocyte"
"SMOX",0.000173635492046742,1,0.989486513908121,0.994986006060379,"Astrocyte"
"SNAP25",0.0560290253565654,1,0.812886035414097,0.994986006060379,"Astrocyte"
"SPAG9",4.8282313369815,2,0.0894464042302785,0.674737005824057,"Astrocyte"
"SPARCL1",0.021894516190514,1,0.882368056727988,0.994986006060379,"Astrocyte"
"SPATA20",1.30000927845947,1,0.254211528793764,0.87054289532508,"Astrocyte"
"SPECC1",0.119572011094988,1,0.729499142300099,0.994986006060379,"Astrocyte"
"SPECC1L",1.82230398227193,2,0.402060786684648,0.912550397065065,"Astrocyte"
"SPG7",5.48463900433813,1,0.0191842810580701,0.478954683112621,"Astrocyte"
"SPON1",8.35641587382315,2,0.0153259480376276,0.478954683112621,"Astrocyte"
"SPTAN1",5.62770340515476,1,0.0176787784760328,0.478954683112621,"Astrocyte"
"SPTBN1",2.49320906146522,3,0.476519608248087,0.912550397065065,"Astrocyte"
"SREK1",0.160331510935947,1,0.688851486041643,0.994986006060379,"Astrocyte"
"SRRM1",0.236119910942989,1,0.627022673219834,0.994986006060379,"Astrocyte"
"SRRM2",1.0136485497473,1,0.314030343308575,0.887344332932886,"Astrocyte"
"SRSF11",0.591678612728401,2,0.743906959529969,0.994986006060379,"Astrocyte"
"SRSF2",4.23982208465418,1,0.0394863047369846,0.544196292500983,"Astrocyte"
"SRSF5",0.573273751923239,1,0.448960939352802,0.912550397065065,"Astrocyte"
"STON2",0.480686203442303,1,0.488111658982685,0.912550397065065,"Astrocyte"
"STX16",5.34835071393104,1,0.0207418818981128,0.479828867909676,"Astrocyte"
"SUPT6H",0.019839157174971,1,0.887987223456884,0.994986006060379,"Astrocyte"
"SYNE1",0.712340184156346,3,0.870297646426837,0.994986006060379,"Astrocyte"
"TAOK3",0.174861649486672,1,0.675826761406799,0.994986006060379,"Astrocyte"
"TAX1BP1",0.224340693129307,1,0.63575224655186,0.994986006060379,"Astrocyte"
"TDRD3",0.0124518539984706,1,0.911150185784326,0.994986006060379,"Astrocyte"
"TMEM132A",4.12526737774874,1,0.0422473440612246,0.544196292500983,"Astrocyte"
"TNPO1",7.22484143483769,1,0.0071901523320128,0.415830476534741,"Astrocyte"
"TRIM2",5.03030320648884,1,0.0249075375474718,0.538629088483025,"Astrocyte"
"TRIM9",1.03015950139502,1,0.310121208327813,0.887344332932886,"Astrocyte"
"TRPM3",0.667664802510103,1,0.4138669497247,0.912550397065065,"Astrocyte"
"TSC2",0.0839084114624598,1,0.772069102104575,0.994986006060379,"Astrocyte"
"TSC22D1",1.39256179555287,1,0.237972949713491,0.86554941292322,"Astrocyte"
"TTC14",0.460197238814999,1,0.497531807790292,0.913457869329266,"Astrocyte"
"TTC3",4.14805219747086,2,0.125678766620153,0.731420669708871,"Astrocyte"
"TTYH1",0.542211912324092,2,0.762535696768679,0.994986006060379,"Astrocyte"
"TUBB2B",1.49206444263109,1,0.22189642599987,0.86554941292322,"Astrocyte"
"TUBB4B",0.371162160942504,1,0.542371471398199,0.949967483821525,"Astrocyte"
"TUG1",NA,1,NA,NA,"Astrocyte"
"TUT4",0.0820623537433676,1,0.774521786103054,0.994986006060379,"Astrocyte"
"U2SURP",1.15981871637462,2,0.559949119068386,0.957154405501132,"Astrocyte"
"UBA6",1.97237606720103,1,0.16019588155007,0.731420669708871,"Astrocyte"
"UBC",2.28586118407839,1,0.130557657031204,0.731420669708871,"Astrocyte"
"UBE3A",NA,1,NA,NA,"Astrocyte"
"UBE4A",0.582931962018506,1,0.445165374764567,0.912550397065065,"Astrocyte"
"UBR4",0.0083923485624382,1,0.927008094816089,0.994986006060379,"Astrocyte"
"UGP2",3.47919848795095,2,0.175590755571615,0.752222125720377,"Astrocyte"
"ULK3",3.05293733267399,2,0.217301678732158,0.86554941292322,"Astrocyte"
"VIM",0.0310106119122793,1,0.860216715010938,0.994986006060379,"Astrocyte"
"VPS13C",1.90822235900492,1,0.167160855651116,0.741203352122706,"Astrocyte"
"WDFY3",0.922952836660215,1,0.336700846398757,0.888542020778702,"Astrocyte"
"ZBTB16",0.677337581724203,1,0.410505028578295,0.912550397065065,"Astrocyte"
"ZBTB20",2.43340696564155,4,0.656598664310789,0.994986006060379,"Astrocyte"
"ZBTB37",0.120253793704251,1,0.728759392685552,0.994986006060379,"Astrocyte"
"ZBTB43",0.0180146066504676,2,0.991033140909108,0.994986006060379,"Astrocyte"
"ZC3H13",0.190092728961872,2,0.909330772841556,0.994986006060379,"Astrocyte"
"ZEB2",1.2119459770821,1,0.270947068285616,0.87054289532508,"Astrocyte"
"ZFYVE16",1.78224482458904,2,0.410195086263868,0.912550397065065,"Astrocyte"
"ZHX1",0.936077029824958,2,0.626229404022388,0.994986006060379,"Astrocyte"
"ZMYM2",0.478460069879759,1,0.489120670873042,0.912550397065065,"Astrocyte"
"ZNF106",3.2797192325861,1,0.0701409272037755,0.608472543492753,"Astrocyte"
"ZNF117",0.65876740316952,1,0.416995433823363,0.912550397065065,"Astrocyte"
"ZNF254",0.501986140525105,1,0.478628726875844,0.912550397065065,"Astrocyte"
"ZNF280D",1.31867012041312,1,0.250830862000418,0.87054289532508,"Astrocyte"
"ZNF331",0.821483298577959,1,0.364746840873911,0.892913969668378,"Astrocyte"
"ZNF451",1.94431446894373,2,0.378266148533866,0.892913969668378,"Astrocyte"
"ZNF484",0.79813176914729,1,0.371652527452675,0.892913969668378,"Astrocyte"
"ZNF507",5.96272032174795,1,0.0146114798111572,0.478954683112621,"Astrocyte"
"ZNF514",3.01109996022231,1,0.0826961563583789,0.664693050965788,"Astrocyte"
"ZNF518A",0.406991717312991,1,0.523500353492049,0.929421289696732,"Astrocyte"
"ZNF638",0.223370220789548,1,0.636483891009757,0.994986006060379,"Astrocyte"
"ZNF644",0.461607928079076,1,0.496873463146326,0.913457869329266,"Astrocyte"
"ZNF91",1.18735122855287,1,0.275864496687033,0.87569269367378,"Astrocyte"
