gene	cluster	layer	sample	condition	ct_counts	ad_counts	total	frac_ct
NDUFS4	10	L4	SMC031	CT	0	0	0	
NDUFS4	10	L4	SMC043	AD	0	0	0	
NDUFS4	10	L4	SMC036	AD	0	0	0	
NDUFS4	11	L4	PO28	AD	0	0	0	
NDUFS4	11	L4	PO20	CT	0	0	0	
NDUFS4	11	L4	SMC049	AD	1	0	1	1.0
NDUFS4	11	L4	SMC035	CT	0	0	0	
NDUFS4	11	L4	SMC053	CT	0	0	0	
NDUFS4	11	L4	PO42	AD	0	0	0	
NDUFS4	11	L4	SMC033	CT	0	0	0	
NDUFS4	11	L4	PO05	AD	0	0	0	
NDUFS4	11	L4	PO15	CT	0	0	0	
NDUFS4	11	L4	PO41	AD	0	0	0	
NDUFS4	11	L4	PO23	CT	0	0	0	
NDUFS4	11	L4	PO11	AD	0	0	0	
NDUFS4	11	L4	SMC041	AD	0	0	0	
NDUFS4	11	L4	SMC052	CT	0	0	0	
NDUFS4	11	L4	SMC037	CT	0	0	0	
NDUFS4	11	L4	SMC039	AD	0	0	0	
NDUFS4	11	L4	SMC030	CT	0	0	0	
NDUFS4	11	L4	SMC032	AD	0	0	0	
NDUFS4	11	L4	SMC038	AD	0	0	0	
NDUFS4	11	L4	PO13	CT	0	0	0	
NDUFS4	11	L4	SMC031	CT	0	0	0	
NDUFS4	11	L4	SMC029	AD	0	0	0	
NDUFS4	11	L4	SMC043	AD	0	0	0	
NDUFS4	11	L4	SMC027	CT	0	0	0	
NDUFS4	11	L4	SMC036	AD	0	0	0	
NDUFS4	18	L5	SMC049	AD	0	0	0	
NDUFS4	18	L5	SMC041	AD	0	0	0	
NDUFS4	18	L5	PO11	AD	0	0	0	
NDUFS4	18	L5	SMC032	AD	0	0	0	
NDUFS4	18	L5	SMC035	CT	0	0	0	
NDUFS4	18	L5	SMC037	CT	0	0	0	
NDUFS4	18	L5	SMC052	CT	0	0	0	
NDUFS4	18	L5	PO42	AD	0	0	0	
NDUFS4	18	L5	PO05	AD	0	0	0	
NDUFS4	18	L5	SMC053	CT	0	0	0	
NDUFS4	18	L5	SMC033	CT	0	0	0	
NDUFS4	18	L5	PO28	AD	0	0	0	
NDUFS4	18	L5	SMC039	AD	0	0	0	
NDUFS4	18	L5	SMC030	CT	1	0	1	1.0
NDUFS4	18	L5	PO23	CT	0	0	0	
NDUFS4	18	L5	PO15	CT	0	0	0	
NDUFS4	18	L5	PO13	CT	0	0	0	
NDUFS4	18	L5	SMC038	AD	0	0	0	
NDUFS4	18	L5	PO41	AD	0	0	0	
NDUFS4	18	L5	SMC029	AD	0	0	0	
NDUFS4	18	L5	PO20	CT	0	0	0	
NDUFS4	18	L5	SMC031	CT	0	0	0	
NDUFS4	18	L5	SMC043	AD	0	0	0	
NDUFS4	18	L5	SMC036	AD	0	0	0	
NDUFS4	19	L5	SMC035	CT	0	0	0	
NDUFS4	19	L5	SMC052	CT	0	0	0	
NDUFS4	19	L5	SMC031	CT	0	0	0	
NDUFS4	19	L5	SMC033	CT	0	0	0	
NDUFS4	19	L5	PO20	CT	0	0	0	
NDUFS4	19	L5	SMC053	CT	0	0	0	
NDUFS4	19	L5	PO28	AD	0	0	0	
NDUFS4	19	L5	PO23	CT	0	0	0	
NDUFS4	19	L5	PO42	AD	0	0	0	
NDUFS4	19	L5	PO05	AD	0	0	0	
NDUFS4	19	L5	PO15	CT	0	0	0	
NDUFS4	19	L5	PO13	CT	0	0	0	
NDUFS4	19	L5	PO11	AD	0	0	0	
NDUFS4	19	L5	SMC049	AD	0	0	0	
NDUFS4	19	L5	SMC030	CT	0	0	0	
NDUFS4	19	L5	SMC036	AD	0	0	0	
NDUFS4	19	L5	PO41	AD	0	0	0	
NDUFS4	19	L5	SMC037	CT	0	0	0	
NDUFS4	19	L5	SMC041	AD	0	0	0	
NDUFS4	19	L5	SMC032	AD	0	0	0	
NDUFS4	19	L5	SMC038	AD	0	0	0	
NDUFS4	19	L5	SMC039	AD	0	0	0	
NDUFS4	19	L5	SMC027	CT	0	0	0	
NDUFS4	19	L5	SMC043	AD	0	0	0	
NDUFS4	20	L6	PO11	AD	0	0	0	
NDUFS4	20	L6	PO05	AD	0	0	0	
NDUFS4	20	L6	PO20	CT	0	0	0	
NDUFS4	20	L6	SMC053	CT	0	0	0	
NDUFS4	20	L6	PO41	AD	0	0	0	
NDUFS4	20	L6	PO23	CT	0	0	0	
NDUFS4	20	L6	SMC033	CT	0	0	0	
NDUFS4	20	L6	SMC036	AD	0	0	0	
NDUFS4	20	L6	SMC038	AD	0	0	0	
NDUFS4	20	L6	SMC037	CT	0	0	0	
NDUFS4	20	L6	PO28	AD	0	0	0	
NDUFS4	20	L6	SMC052	CT	0	0	0	
NDUFS4	20	L6	SMC035	CT	0	0	0	
NDUFS4	20	L6	SMC049	AD	0	0	0	
NDUFS4	20	L6	PO42	AD	0	0	0	
NDUFS4	20	L6	PO13	CT	0	0	0	
NDUFS4	20	L6	SMC030	CT	0	0	0	
NDUFS4	20	L6	PO15	CT	0	0	0	
NDUFS4	20	L6	SMC041	AD	0	0	0	
NDUFS4	20	L6	SMC032	AD	0	0	0	
NDUFS4	20	L6	SMC027	CT	0	0	0	
NDUFS4	25	L6	SMC037	CT	0	0	0	
NDUFS4	25	L6	PO28	AD	0	0	0	
NDUFS4	25	L6	SMC035	CT	0	0	0	
NDUFS4	25	L6	SMC053	CT	0	0	0	
NDUFS4	25	L6	SMC049	AD	0	0	0	
NDUFS4	25	L6	PO42	AD	0	0	0	
NDUFS4	25	L6	PO20	CT	0	0	0	
NDUFS4	25	L6	SMC030	CT	0	0	0	
NDUFS4	25	L6	SMC033	CT	0	0	0	
NDUFS4	25	L6	SMC052	CT	0	0	0	
NDUFS4	25	L6	PO13	CT	0	0	0	
NDUFS4	25	L6	PO41	AD	0	0	0	
NDUFS4	25	L6	SMC038	AD	0	0	0	
NDUFS4	25	L6	PO23	CT	0	0	0	
NDUFS4	25	L6	PO11	AD	1	0	1	1.0
NDUFS4	25	L6	SMC029	AD	0	0	0	
NDUFS4	25	L6	PO05	AD	0	0	0	
NDUFS4	25	L6	SMC041	AD	0	0	0	
NDUFS4	25	L6	PO15	CT	0	0	0	
NDUFS4	25	L6	SMC032	AD	0	0	0	
NDUFS4	25	L6	SMC039	AD	0	0	0	
NDUFS4	25	L6	SMC031	CT	0	0	0	
NDUFS4	26	L5	SMC053	CT	0	0	0	
NDUFS4	26	L5	SMC030	CT	0	0	0	
NDUFS4	26	L5	PO28	AD	0	0	0	
NDUFS4	26	L5	SMC049	AD	0	0	0	
NDUFS4	26	L5	SMC035	CT	0	0	0	
NDUFS4	26	L5	PO11	AD	0	0	0	
NDUFS4	26	L5	SMC033	CT	0	0	0	
NDUFS4	26	L5	PO20	CT	0	0	0	
NDUFS4	26	L5	SMC037	CT	0	0	0	
NDUFS4	26	L5	SMC041	AD	0	0	0	
NDUFS4	26	L5	SMC039	AD	0	0	0	
NDUFS4	26	L5	PO41	AD	0	0	0	
NDUFS4	26	L5	PO23	CT	0	0	0	
NDUFS4	26	L5	SMC052	CT	0	0	0	
NDUFS4	26	L5	SMC038	AD	0	0	0	
NDUFS4	26	L5	SMC029	AD	0	0	0	
NDUFS4	26	L5	PO05	AD	0	0	0	
NDUFS4	26	L5	PO15	CT	0	0	0	
NDUFS4	26	L5	SMC032	AD	0	0	0	
NDUFS4	26	L5	PO13	CT	0	0	0	
NDUFS4	26	L5	PO42	AD	0	0	0	
NDUFS4	26	L5	SMC036	AD	0	0	0	
NDUFS4	26	L5	SMC027	CT	0	0	0	
NDUFS4	27	L2/3	SMC035	CT	0	0	0	
NDUFS4	27	L2/3	SMC053	CT	0	0	0	
NDUFS4	27	L2/3	SMC052	CT	0	0	0	
NDUFS4	27	L2/3	SMC049	AD	0	0	0	
NDUFS4	27	L2/3	SMC037	CT	0	0	0	
NDUFS4	27	L2/3	SMC033	CT	0	0	0	
NDUFS4	27	L2/3	PO41	AD	0	0	0	
NDUFS4	27	L2/3	PO28	AD	0	0	0	
NDUFS4	27	L2/3	PO20	CT	0	0	0	
NDUFS4	27	L2/3	PO13	CT	0	0	0	
NDUFS4	27	L2/3	PO23	CT	0	0	0	
NDUFS4	27	L2/3	PO05	AD	0	0	0	
NDUFS4	27	L2/3	SMC038	AD	0	0	0	
NDUFS4	27	L2/3	PO11	AD	0	0	0	
NDUFS4	27	L2/3	SMC039	AD	0	0	0	
NDUFS4	27	L2/3	PO42	AD	0	0	0	
NDUFS4	27	L2/3	SMC030	CT	1	0	1	1.0
NDUFS4	27	L2/3	SMC041	AD	0	0	0	
NDUFS4	27	L2/3	SMC032	AD	0	0	0	
NDUFS4	27	L2/3	SMC031	CT	0	0	0	
NDUFS4	27	L2/3	SMC029	AD	0	0	0	
NDUFS4	27	L2/3	PO15	CT	0	0	0	
NDUFS4	27	L2/3	SMC027	CT	0	0	0	
