401	315637	16
402	278487	16
403	307572	16
404	175987	16
405	318236	16
406	319301	16
407	143216	16
408	306807	16
409	307166	16
410	307790	15
411	307936	15
412	307516	15
413	308464	15
414	269969	15
415	313600	15
416	188977	15
417	238171	15
418	316405	15
419	306994	15
420	318745	15
421	107223	15
422	107220	15
423	214605	15
424	238113	15
425	214673	15
426	307149	15
427	307315	15
428	241281	15
429	314862	15
430	238096	15
431	318673	15
432	312319	15
433	307057	15
434	307019	15
435	309610	15
436	269931	15
437	308408	15
438	314681	15
439	214566	15
440	214623	15
441	99940	15
442	314873	15
443	306778	15
444	128514	15
445	306839	15
446	313701	15
447	307142	15
448	187736	15
449	279872	15
450	307642	15
451	309793	15
452	307228	15
453	188967	15
454	188961	15
455	188964	15
456	270575	15
457	238788	15
458	237984	14
459	214484	14
460	128914	14
461	281171	14
462	214540	14
463	197845	14
464	238052	14
465	269970	14
466	143279	14
467	307091	14
468	316215	14
469	128818	14
470	316194	14
471	307487	14
472	308532	14
473	238117	14
474	143639	14
475	309087	14
476	310390	14
477	312125	14
478	307557	14
479	238123	14
480	316255	14
481	306954	14
482	214951	14
483	239479	14
484	313762	14
485	312074	14
486	270974	14
487	270001	14
488	213293	14
489	317340	14
490	276823	14
491	306840	14
492	214843	14
493	314926	14
494	311233	14
495	269961	14
496	214554	14
497	306842	14
498	276829	14
499	310539	14
500	276964	14
501	273296	14
502	309781	14
503	198176	14
504	319623	14
505	143189	13
506	317738	13
507	238165	13
508	214480	13
509	312874	13
510	307995	13
511	314933	13
