backbone	motif	insert_frac	ratio	insert_len	full_len
171	cMyc_NLS	0.012465373961218837	0.08393207	9	722
172	Nucleoplasmin_NLS	0.08205128205128205	0.3075546	16	195
172	SV40_NLS	0.03763440860215054	0.1345076	7	186
172	cMyc_NLS	0.047872340425531915	0.58892363	9	188
173	Nucleoplasmin_NLS	0.0380952380952381	0.2846634	16	420
173	SV40_NLS	0.0170316301703163	0.14617774	7	411
173	cMyc_NLS	0.021791767554479417	0.37492782	9	413
174	Nucleoplasmin_NLS	0.032586558044806514	0.07204533	16	491
174	SV40_NLS	0.014522821576763486	0.050366633	7	482
174	cMyc_NLS	0.01859504132231405	0.062051997	9	484
175	Nucleoplasmin_NLS	0.018626309662398137	0.072695054	16	859
175	SV40_NLS	0.00823529411764706	0.039548382	7	850
175	cMyc_NLS	0.01056338028169014	0.11085042	9	852
176	Nucleoplasmin_NLS	0.034934497816593885	0.22206786	16	458
176	SV40_NLS	0.015590200445434299	0.21274991	7	449
176	cMyc_NLS	0.019955654101995565	0.107697174	9	451
177	Nucleoplasmin_NLS	0.07142857142857142	0.29177037	16	224
177	SV40_NLS	0.03255813953488372	0.07694247	7	215
177	cMyc_NLS	0.041474654377880185	0.18554774	9	217
178	Nucleoplasmin_NLS	0.020486555697823303	0.09017517	16	781
178	SV40_NLS	0.009067357512953367	0.030071577	7	772
178	cMyc_NLS	0.011627906976744186	0.0682974	9	774
179	Nucleoplasmin_NLS	0.01904761904761905	0.15529542	16	840
179	SV40_NLS	0.00842358604091456	0.042962726	7	831
179	cMyc_NLS	0.010804321728691477	0.11193085	9	833
180	Nucleoplasmin_NLS	0.041884816753926704	0.13122979	16	382
180	SV40_NLS	0.01876675603217158	0.06783631	7	373
180	cMyc_NLS	0.024	0.093996175	9	375
181	Nucleoplasmin_NLS	0.025157232704402517	0.066930875	16	636
181	cMyc_NLS	0.014308426073131956	0.24219073	9	629
182	Nucleoplasmin_NLS	0.014814814814814815	0.114067666	16	1080
182	SV40_NLS	0.006535947712418301	0.035817116	7	1071
182	cMyc_NLS	0.008387698042870456	0.054387007	9	1073
183	Nucleoplasmin_NLS	0.025157232704402517	0.12266249	16	636
183	SV40_NLS	0.011164274322169059	0.04290238	7	627
183	cMyc_NLS	0.014308426073131956	0.06490212	9	629
184	Nucleoplasmin_NLS	0.08839779005524862	0.28984195	16	181
184	SV40_NLS	0.040697674418604654	0.12199084	7	172
184	cMyc_NLS	0.05172413793103448	0.19927873	9	174
185	Nucleoplasmin_NLS	0.016666666666666666	0.12141536	16	960
185	cMyc_NLS	0.00944386149003148	0.28270617	9	953
186	Nucleoplasmin_NLS	0.031746031746031744	0.11317592	16	504
186	SV40_NLS	0.014141414141414142	0.0866868	7	495
186	cMyc_NLS	0.018108651911468814	0.13846381	9	497
188	SV40_NLS	0.023728813559322035	0.12546618	7	295
188	cMyc_NLS	0.030303030303030304	0.17478916	9	297
189	Nucleoplasmin_NLS	0.019464720194647202	0.05042052	16	822
189	SV40_NLS	0.008610086100861008	0.05653862	7	813
189	cMyc_NLS	0.011042944785276074	0.0952665	9	815
190	Nucleoplasmin_NLS	0.01990049751243781	0.115122065	16	804
190	SV40_NLS	0.00880503144654088	0.19769724	7	795
190	cMyc_NLS	0.011292346298619825	0.31715965	9	797
191	Nucleoplasmin_NLS	0.016477857878475798	0.1603893	16	971
191	SV40_NLS	0.007276507276507277	0.07427643	7	962
191	cMyc_NLS	0.00933609958506224	0.06846974	9	964
192	Nucleoplasmin_NLS	0.03532008830022075	0.08286264	16	453
192	SV40_NLS	0.015765765765765764	0.04312966	7	444
192	cMyc_NLS	0.020179372197309416	0.09416508	9	446
193	Nucleoplasmin_NLS	0.02295552367288379	0.087750055	16	697
193	SV40_NLS	0.010174418604651164	0.17625928	7	688
193	cMyc_NLS	0.013043478260869565	0.3024182	9	690
194	Nucleoplasmin_NLS	0.0903954802259887	0.29393396	16	177
194	SV40_NLS	0.041666666666666664	0.16979122	7	168
194	cMyc_NLS	0.052941176470588235	0.43042797	9	170
195	Nucleoplasmin_NLS	0.03361344537815126	0.21745256	16	476
195	SV40_NLS	0.014989293361884369	0.067019165	7	467
195	cMyc_NLS	0.019189765458422176	0.1705919	9	469
196	Nucleoplasmin_NLS	0.02185792349726776	0.051272787	16	732
196	SV40_NLS	0.009681881051175657	0.049735323	7	723
196	cMyc_NLS	0.012413793103448275	0.08931273	9	725
197	Nucleoplasmin_NLS	0.021621621621621623	0.11004708	16	740
197	SV40_NLS	0.009575923392612859	0.10539793	7	731
197	cMyc_NLS	0.01227830832196453	0.16746639	9	733
198	Nucleoplasmin_NLS	0.047337278106508875	0.1353083	16	338
198	SV40_NLS	0.02127659574468085	0.05312375	7	329
198	cMyc_NLS	0.027190332326283987	0.14407787	9	331
